institution,Location,Region,SIZE,FOCUS,RES.,STATUS,academic_reputation_score,Academic_Reputation_Rank,employer_reputation_score,Employer_Reputation_Rank,faculty_student_score,Faculty_Student_Rank,citations_score,Citations_per_Faculty_Rank,international_faculty_score,International_Faculty_Rank,international_student_score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,year,rank,ranking_level,predicted_rank,student_performance_score,student_program_target,label_encoded,student_program_target_predicted
Gebze Technical University (GTU),Turkey,Asia,M,CO,VH,A,4.5,601+,3.4,601+,7.8,701+,18.5,574,6.2,701+,3.8,701+,37.3,701+,2.3,701+,3.8,701+,2025,474.5147000000004,Low,1285,8.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Silesia in Katowice,Poland,Europe,L,CO,VH,A,5.4,601+,4.2,601+,20.3,664,3.1,701+,3.5,701+,3.9,701+,52.5,701+,7.4,701+,2.4,701+,2025,474.62840000000006,Low,1286,8.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National University of Life and Environmental Sciences of Ukraine,Ukraine,Europe,L,FO,VH,A,5.8,601+,3.9,601+,15.8,701+,1.4,701+,1.2,701+,1.2,701+,20.0,701+,3.7,701+,1.0,701+,2025,474.6533999999998,Low,1287,6.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Osaka Metropolitan University,Japan,Asia,L,FC,VH,,12.4,601+,11.6,601+,51.3,296,6.5,701+,4.6,701+,3.1,701+,29.3,701+,5.9,701+,1.1,701+,2025,474.68120000000016,Low,1288,18.324999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Crete,Greece,Europe,L,FC,HI,A,13.9,601+,12.7,601+,2.4,701+,58.7,208,2.3,701+,3.5,701+,57.0,663,3.6,701+,1.8,701+,2025,474.7179000000003,Low,1289,19.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad del Valle,Colombia,Americas,XL,FC,MD,A,18.1,500,8.2,601+,7.7,701+,1.9,701+,2.1,701+,1.3,701+,20.5,701+,21.4,535,1.7,701+,2025,474.7249000000001,Low,1290,7.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of New Mexico,United States,Americas,L,FC,VH,A,10.5,601+,8.0,601+,43.5,360,14.9,637,8.2,701+,4.0,701+,73.1,436,7.3,701+,11.0,644=,2025,474.73260000000016,Low,1291,18.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Philipps-Universität Marburg,Germany,Europe,L,FC,HI,A,12.7,601+,8.8,601+,5.2,701+,25.0,498,14.9,666,20.7,529,61.6,607,4.8,701+,5.1,701+,2025,474.7727,Low,1292,15.899999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Asia,L,CO,VH,A,7.0,601+,6.0,601+,3.5,701+,28.2,463,1.3,701+,7.1,701+,71.7,455,5.2,701+,1.7,701+,2025,474.8322000000002,Low,1293,11.450000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontifícia Universidade Católica de Minas Gerais  PUC Minas,Brazil,Americas,XL,FO,HI,B,4.9,601+,4.6,601+,1.9,701+,1.5,701+,1.9,701+,1.1,701+,8.3,701+,9.4,701+,1.0,701+,2025,474.8492999999998,Low,1294,2.35,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tomas Bata University in Zlin,Czech Republic,Europe,M,CO,VH,A,4.5,601+,8.4,601+,9.3,701+,5.5,701+,23.6,553,18.8,568,25.8,701+,4.0,701+,1.1,701+,2025,474.85789999999986,Low,1295,9.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Georgia State University,United States,Americas,L,CO,VH,A,11.3,601+,14.2,580,4.3,701+,22.4,526,4.8,701+,10.4,701+,62.3,600,18.2,599,7.2,701+,2025,474.8593999999999,Low,1296,12.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Kufa,Iraq,Asia,L,FC,HI,A,4.4,601+,12.8,601+,29.0,535,1.4,701+,4.4,701+,1.1,701+,16.4,701+,4.2,701+,1.0,701+,2025,474.8645000000002,Low,1297,8.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
King Mongkut's University of Technology North Bangkok,Thailand,Asia,L,FO,VH,A,8.5,601+,4.9,601+,4.1,701+,3.3,701+,2.8,701+,1.1,701+,23.5,701+,2.5,701+,1.1,701+,2025,474.93019999999984,Low,1298,4.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Puerto Rico,Puerto Rico,Americas,XL,FC,HI,A,10.2,601+,6.8,601+,14.4,701+,2.0,701+,1.3,701+,1.5,701+,39.4,701+,62.2,192,2.3,701+,2025,474.93769999999984,Low,1299,7.025,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Rennes 1 (University of Rennes),France,Europe,L,FO,VH,A,14.9,586,5.2,601+,11.6,701+,28.3,462,11.9,701+,11.0,700,88.1,195,6.8,701+,6.9,701+,2025,474.94489999999985,Low,1300,16.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitas Islam Indonesia,Indonesia,Asia,L,CO,HI,B,11.2,601+,4.9,601+,2.0,701+,1.8,701+,2.2,701+,1.2,701+,10.7,701+,3.9,701+,1.3,701+,2025,474.95979999999975,Low,1301,4.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Soongsil University,South Korea,Asia,L,CO,HI,C,3.5,601+,6.0,601+,8.3,701+,4.5,701+,5.2,701+,11.2,693,14.9,701+,2.8,701+,1.0,701+,2025,474.9627000000002,Low,1302,6.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Chung Yuan Christian University,Taiwan,Asia,L,CO,HI,A,6.3,601+,5.3,601+,4.3,701+,15.6,626,3.9,701+,6.7,701+,15.1,701+,22.4,512,7.9,701+,2025,474.9724000000002,Low,1303,8.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de La Salle,Colombia,Americas,M,FO,HI,B,6.0,601+,3.9,601+,6.4,701+,1.3,701+,2.9,701+,1.3,701+,5.0,701+,2.2,701+,1.0,701+,2025,475.01089999999976,Low,1304,3.7500000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ivan Franko National University of Lviv,Ukraine,Europe,L,CO,HI,A,5.7,601+,12.8,601+,30.2,519,1.3,701+,1.3,701+,1.5,701+,12.6,701+,18.6,591,2.0,701+,2025,475.0486,Low,1305,9.674999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Malaysia Sarawak (UNIMAS),Malaysia,Asia,M,FC,HI,A,13.2,601+,7.3,601+,13.1,701+,3.2,701+,34.8,461,10.5,701+,28.9,701+,3.7,701+,9.1,686=,2025,475.0655999999999,Low,1306,10.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tanta University,Egypt,Africa,XL,FC,HI,A,6.9,601+,5.5,601+,4.5,701+,2.2,701+,1.5,701+,1.5,701+,65.2,553,4.3,701+,3.1,701+,2025,475.09499999999963,Low,1307,3.7750000000000004,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Ioannina,Greece,Europe,XL,FC,HI,,7.2,601+,3.8,601+,1.5,701+,19.5,561,1.7,701+,2.5,701+,61.3,612,3.6,701+,2.0,701+,2025,475.11470000000014,Low,1308,7.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontificia Universidad Catolica Madre y Maestra,Dominican Republic,Americas,M,FC,MD,B,4.2,601+,4.1,601+,11.2,701+,1.2,701+,9.4,701+,11.4,688,4.1,701+,45.7,278,1.0,701+,2025,475.1165999999999,Low,1309,7.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tokyo University of Agriculture and Technology,Japan,Asia,M,SP,VH,A,13.8,601+,7.4,601+,12.9,701+,30.5,430,5.4,701+,7.1,701+,40.4,701+,1.9,701+,1.3,701+,2025,475.1412000000001,Low,1310,16.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Autónoma de Baja California,Mexico,Americas,XL,CO,HI,A,6.6,601+,4.4,601+,4.4,701+,1.5,701+,2.6,701+,1.1,701+,12.5,701+,2.1,701+,7.5,701+,2025,475.14469999999966,Low,1311,3.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Akdeniz Üniversitesi,Turkey,Asia,XL,FO,VH,A,5.7,601+,4.8,601+,3.5,701+,3.0,701+,1.2,701+,1.1,701+,33.7,701+,2.0,701+,1.0,701+,2025,475.15299999999974,Low,1312,3.3249999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade Federal de São Carlos (UFSCar),Brazil,Americas,L,FC,VH,A,11.8,601+,6.4,601+,15.5,701+,17.8,585,2.6,701+,1.6,701+,45.5,701+,1.8,701+,2.7,701+,2025,475.1764000000003,Low,1313,11.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National Dong Hwa University,Taiwan,Asia,M,CO,HI,A,9.2,601+,4.5,601+,6.3,701+,5.4,701+,4.9,701+,10.2,701+,9.7,701+,2.0,701+,1.3,701+,2025,475.1854999999998,Low,1314,7.7749999999999995,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Cukurova University,Turkey,Asia,XL,FC,HI,A,4.9,601+,3.8,601+,5.2,701+,2.6,701+,1.9,701+,3.3,701+,46.2,701+,7.6,701+,2.9,701+,2025,475.19890000000026,Low,1315,4.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tamkang University,Taiwan,Asia,L,FO,VH,C,5.7,601+,4.9,601+,4.0,701+,5.0,701+,6.0,701+,7.4,701+,14.2,701+,29.2,425,10.1,661=,2025,475.23920000000015,Low,1316,5.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),Ecuador,Americas,L,CO,HI,A,6.1,601+,3.9,601+,10.6,701+,1.3,701+,2.7,701+,1.1,701+,11.0,701+,4.5,701+,1.1,701+,2025,475.25350000000014,Low,1317,4.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
International University of Business Agriculture and Technology,Bangladesh,Asia,M,FO,HI,B,6.6,601+,4.1,601+,2.6,701+,2.3,701+,1.4,701+,1.3,701+,8.6,701+,3.8,701+,1.0,701+,2025,475.2687999999999,Low,1318,3.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Diego Portales (UDP),Chile,Americas,L,FO,VH,B,14.7,591,14.9,560,8.6,701+,3.7,701+,13.1,701+,2.9,701+,39.6,701+,6.2,701+,2.3,701+,2025,475.2887999999996,Low,1319,7.474999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Oregon State University,United States,Americas,L,CO,VH,A,14.6,596,4.2,601+,15.6,701+,33.9,390,11.7,701+,8.1,701+,81.2,306,19.3,574,21.1,525=,2025,475.29350000000005,Low,1320,18.049999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitas Kristen Petra,Indonesia,Asia,M,FO,HI,C,7.1,601+,5.2,601+,7.8,701+,1.6,701+,3.2,701+,1.1,701+,6.0,701+,2.5,701+,1.0,701+,2025,475.2947999999999,Low,1321,4.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),Brazil,Americas,M,FC,HI,B,6.3,601+,3.9,601+,12.3,701+,9.4,701+,2.6,701+,1.7,701+,30.5,701+,9.2,701+,1.1,701+,2025,475.3192000000002,Low,1322,7.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Miami University,United States,Americas,L,CO,HI,A,3.8,601+,5.4,601+,6.2,701+,7.8,701+,3.4,701+,5.5,701+,25.3,701+,26.1,453,2.2,701+,2025,475.33090000000016,Low,1323,5.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"The University of Tennessee, Knoxville",United States,Americas,XL,FC,VH,A,10.1,601+,8.2,601+,9.5,701+,76.3,131,4.9,701+,2.4,701+,77.3,371,11.0,701+,15.0,592=,2025,475.3327000000001,Low,1324,24.575000000000003,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Benemérita Universidad Autónoma de Puebla,Mexico,Americas,XL,FC,HI,A,13.7,601+,5.4,601+,2.8,701+,1.9,701+,2.8,701+,1.3,701+,24.5,701+,2.0,701+,1.2,701+,2025,475.3386999999997,Low,1325,4.925,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional Agraria la Molina,Peru,Americas,M,FO,HI,A,7.0,601+,6.4,601+,12.4,701+,1.6,701+,1.3,701+,1.7,701+,9.4,701+,6.7,701+,1.5,701+,2025,475.3568,Low,1326,5.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Rijeka,Croatia,Europe,L,CO,HI,A,6.1,601+,4.3,601+,13.8,701+,4.3,701+,2.5,701+,1.8,701+,45.8,701+,12.0,701+,2.9,701+,2025,475.42460000000005,Low,1327,6.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,A,12.7,601+,5.7,601+,2.2,701+,2.5,701+,5.0,701+,1.2,701+,24.5,701+,3.7,701+,5.1,701+,2025,475.4355999999997,Low,1328,4.6499999999999995,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Split,Croatia,Europe,L,FC,HI,A,6.3,601+,4.0,601+,5.0,701+,4.2,701+,1.4,701+,2.0,701+,47.5,701+,12.3,701+,4.5,701+,2025,475.4532999999999,Low,1329,4.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Università degli studi Roma Tre,Italy,Europe,XL,CO,VH,A,17.4,517,8.0,601+,2.2,701+,12.1,689,8.5,701+,4.2,701+,62.5,595,7.1,701+,19.7,537=,2025,475.4734000000003,Low,1330,8.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Ton Duc Thang University,Vietnam,Asia,L,FO,VH,A,5.0,601+,6.4,601+,5.2,701+,51.7,252,9.9,701+,1.4,701+,90.7,162,4.7,701+,3.8,701+,2025,475.48849999999965,Low,1331,15.825000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université Sorbonne Paris Nord,France,Europe,L,FO,VH,,9.5,601+,4.1,601+,4.2,701+,29.3,441,12.5,,9.6,,61.0,619,3.9,701+,1.4,701+,2025,475.4975,Low,1332,13.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Warmia and Mazury in Olsztyn,Poland,Europe,L,FO,VH,A,6.9,601+,8.9,601+,28.6,539,3.7,701+,2.0,701+,2.7,701+,40.6,701+,3.2,701+,7.1,701+,2025,475.5322000000004,Low,1333,10.475000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Las Américas (UDLA) Ecuador,Ecuador,Americas,L,CO,MD,B,8.3,601+,3.8,601+,13.3,701+,1.7,701+,19.2,612,2.5,701+,15.7,701+,4.9,701+,1.0,701+,2025,475.5447000000001,Low,1334,6.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Shahid Beheshti University (SBU),"Iran, Islamic Republic of",Asia,L,FO,VH,A,7.9,601+,7.3,601+,4.1,701+,33.3,397,1.6,701+,1.6,701+,64.7,563,19.0,582,1.5,701+,2025,475.54709999999955,Low,1335,11.725,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Malaysia Perlis,Malaysia,Asia,M,FO,VH,A,7.8,601+,5.1,601+,19.2,694,6.7,701+,1.8,701+,3.5,701+,31.1,701+,3.9,701+,2.8,701+,2025,475.5579000000001,Low,1336,9.3,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de San Carlos de Guatemala - USAC,Guatemala,Americas,XL,FC,LO,A,10.2,601+,3.9,601+,4.7,701+,1.0,701+,12.5,,9.6,,9.4,701+,56.0,221,1.0,701+,2025,475.56399999999985,Low,1337,6.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Silpakorn University,Thailand,Asia,L,CO,HI,A,6.3,601+,5.4,601+,4.4,701+,2.8,701+,4.3,701+,1.2,701+,24.7,701+,2.5,701+,1.0,701+,2025,475.5857999999996,Low,1338,3.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Miskolc,Hungary,Europe,M,FO,VH,B,6.6,601+,5.7,601+,18.6,701+,2.4,701+,3.1,701+,3.8,701+,19.2,701+,13.0,701+,1.0,701+,2025,475.63599999999985,Low,1339,7.8500000000000005,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kyrgyz State Technical University,Kyrgyzstan,Asia,L,SP,LO,A,14.6,598,7.0,601+,12.0,701+,1.0,701+,2.6,701+,5.8,701+,1.2,701+,22.6,506,,,2025,475.6696000000001,Low,1340,8.35,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"National University of Modern Languages (NUML), Islamabad",Pakistan,Asia,L,FO,MD,,7.0,601+,7.3,601+,5.2,701+,1.5,701+,3.4,701+,1.2,701+,8.1,701+,2.6,701+,1.2,701+,2025,475.6702999999995,Low,1341,3.7249999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Guru Gobind Singh Indraprastha University,India,Asia,S,CO,VH,A,4.5,601+,4.4,601+,6.6,701+,27.7,469,3.7,701+,5.1,701+,17.3,701+,6.4,701+,2.2,701+,2025,475.6704999999999,Low,1342,10.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of Agriculture, Faisalabad ",Pakistan,Asia,XL,CO,VH,A,6.3,601+,11.6,601+,1.6,701+,61.0,196,2.5,701+,1.1,701+,66.7,527,2.4,701+,1.7,701+,2025,475.68170000000015,Low,1343,17.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Binghamton University SUNY,United States,Americas,L,CO,VH,A,7.0,601+,5.1,601+,5.7,701+,15.8,624,10.8,701+,10.3,701+,44.2,701+,3.9,701+,3.1,701+,2025,475.6972,Low,1344,9.7,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Hanoi University of Science and Technology,Vietnam,Asia,XL,FO,VH,A,7.3,601+,7.3,601+,2.4,701+,4.7,701+,4.2,701+,1.2,701+,23.1,701+,23.1,493,3.4,701+,2025,475.82319999999964,Low,1345,3.8999999999999995,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Azerbaijan State Oil and Industry University,Azerbaijan,Asia,L,FO,HI,A,7.3,601+,5.3,601+,29.9,521,1.1,701+,17.4,634,2.6,701+,6.6,701+,31.4,401,,,2025,475.8486000000001,Low,1346,10.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Valparaíso (UV),Chile,Americas,L,FC,HI,A,10.9,601+,4.0,601+,8.5,701+,2.9,701+,6.3,701+,1.8,701+,39.7,701+,2.2,701+,4.0,701+,2025,475.93219999999997,Low,1347,6.0249999999999995,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,A,13.0,601+,14.5,570,26.1,569,1.2,701+,14.2,678,3.4,701+,4.6,701+,38.6,330,1.9,701+,2025,475.93289999999996,Low,1348,10.925,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitas Andalas,Indonesia,Asia,XL,CO,HI,A,8.1,601+,5.1,601+,7.0,701+,1.3,701+,6.2,701+,1.6,701+,4.5,701+,3.7,701+,1.0,701+,2025,475.95529999999957,Low,1349,4.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Telkom University,Indonesia,Asia,L,SP,VH,C,8.7,601+,12.1,601+,21.3,651,1.5,701+,35.5,452,6.5,701+,10.0,701+,5.7,701+,1.5,701+,2025,475.9871999999999,Low,1350,9.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,C,5.5,601+,5.8,601+,4.3,701+,3.9,701+,5.6,701+,5.9,701+,26.5,701+,2.0,701+,4.3,701+,2025,475.98720000000003,Low,1351,4.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Korkyt Ata Kyzylorda University,Kazakhstan,Asia,M,FO,MD,A,7.0,601+,7.9,601+,5.7,701+,1.0,701+,3.4,701+,1.2,701+,1.0,701+,3.3,701+,1.1,701+,2025,476.00129999999984,Low,1352,3.7249999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Tecnológica Nacional (UTN),Argentina,Americas,XL,SP,HI,A,4.5,601+,14.3,575,49.7,314,1.1,701+,12.5,,1.5,701+,11.4,701+,6.7,701+,1.0,701+,2025,476.0430999999997,Low,1353,14.200000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Malaysia Pahang,Malaysia,Asia,M,SP,VH,A,10.8,601+,5.3,601+,15.8,701+,35.0,383,22.1,567,8.6,701+,54.7,701+,4.0,701+,17.7,557=,2025,476.0553999999996,Low,1354,17.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
EGE UNIVERSITY,Turkey,Asia,L,FC,HI,A,10.0,601+,13.6,595,15.8,701+,3.2,701+,1.3,701+,7.8,701+,68.6,506,2.1,701+,1.4,701+,2025,476.0555999999997,Low,1355,9.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Ghana,Ghana,Africa,XL,FC,HI,A,11.5,601+,7.6,601+,1.9,701+,5.3,701+,4.5,701+,1.7,701+,72.8,443,95.4,51,7.6,701+,2025,476.0605999999997,Low,1356,5.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kazakh Ablai Khan University of International Relations and World Languages,Kazakhstan,Asia,M,SP,LO,A,7.7,601+,9.0,601+,40.4,386,1.0,701+,6.6,701+,4.1,701+,1.0,701+,3.4,701+,,,2025,476.1239000000002,Low,1357,13.3,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Dokuz Eylül Üniversitesi,Turkey,Asia,XL,FC,HI,A,6.8,601+,7.8,601+,3.5,701+,2.1,701+,2.5,701+,10.7,701+,34.7,701+,6.0,701+,18.8,548,2025,476.13810000000035,Low,1358,5.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Makerere University,Uganda,Africa,XL,FC,HI,A,11.0,601+,4.2,601+,3.4,701+,4.5,701+,9.6,701+,7.5,701+,64.8,560,98.3,25,3.5,701+,2025,476.2134000000002,Low,1359,6.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Autónoma de Nuevo León,Mexico,Americas,XL,FC,HI,A,14.5,599,8.5,601+,2.3,701+,1.8,701+,2.9,701+,1.1,701+,35.9,701+,13.4,701+,10.6,653=,2025,476.2345,Low,1360,4.925000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Atma Jaya Catholic University Jakarta,Indonesia,Asia,M,FO,HI,C,6.8,601+,7.7,601+,8.7,701+,1.3,701+,3.4,701+,1.2,701+,7.5,701+,18.0,601,1.1,701+,2025,476.25619999999986,Low,1361,4.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Anadolu University,Turkey,Asia,L,FO,HI,A,4.9,601+,3.9,601+,13.1,701+,2.6,701+,1.8,701+,2.9,701+,17.5,701+,13.9,697,1.0,701+,2025,476.36020000000025,Low,1362,5.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of North Carolina at Charlotte,United States,Americas,L,CO,VH,A,5.1,601+,5.8,601+,5.0,701+,13.4,662,8.7,701+,6.2,701+,65.0,556,7.8,701+,4.2,701+,2025,476.37980000000016,Low,1363,7.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Banaras Hindu University,India,Asia,L,FC,VH,A,13.5,601+,8.0,601+,12.4,701+,9.0,701+,1.2,701+,1.7,701+,56.4,673,8.8,701+,2.7,701+,2025,476.39240000000007,Low,1364,9.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Rajshahi University,Bangladesh,Asia,L,CO,HI,,10.4,601+,9.8,601+,3.9,701+,3.0,701+,1.0,701+,1.1,701+,16.4,701+,3.7,701+,1.1,701+,2025,476.41850000000045,Low,1365,4.6000000000000005,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Basrah,Iraq,Asia,XL,FC,HI,A,5.5,601+,9.3,601+,18.4,701+,1.4,701+,1.3,701+,1.1,701+,33.7,701+,10.0,701+,1.0,701+,2025,476.4443000000002,Low,1366,6.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Alberto Hurtado,Chile,Americas,M,CO,HI,B,8.6,601+,4.2,601+,3.1,701+,2.8,701+,12.7,701+,1.7,701+,8.2,701+,2.2,701+,1.0,701+,2025,476.44639999999987,Low,1367,4.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tunghai University,Taiwan,Asia,L,CO,HI,C,6.5,601+,5.4,601+,4.6,701+,5.4,701+,8.4,701+,8.8,701+,24.4,701+,13.8,698,7.9,701+,2025,476.4522000000002,Low,1368,6.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Virginia Commonwealth University,United States,Americas,L,FC,VH,A,7.1,601+,8.5,601+,38.8,405,12.8,672,9.7,701+,3.2,701+,73.5,428,8.2,701+,8.5,696=,2025,476.4747000000002,Low,1369,15.475000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of the Western Cape,South Africa,Africa,L,CO,VH,A,8.6,601+,5.3,601+,4.1,701+,14.1,653,25.2,531,3.7,701+,76.8,383,21.0,545,2.2,701+,2025,476.4880999999999,Low,1370,7.624999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Nebraska - Lincoln,United States,Americas,L,CO,VH,A,10.6,601+,5.8,601+,16.9,701+,30.4,434,21.5,575,7.1,701+,73.1,437,7.2,701+,33.0,420=,2025,476.5500999999999,Low,1371,16.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Izmir Institute of Technology (IZTECH),Turkey,Asia,M,CO,HI,A,7.2,601+,4.4,601+,5.8,701+,8.2,701+,3.2,701+,2.1,701+,15.5,701+,2.1,701+,1.6,701+,2025,476.55049999999983,Low,1372,5.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,Asia,L,CO,VH,A,10.3,601+,6.2,601+,9.9,701+,8.6,701+,6.3,701+,6.5,701+,43.8,701+,3.8,701+,10.3,658=,2025,476.5533000000001,Low,1373,8.825000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Toronto Metropolitan University,Canada,Americas,XL,CO,VH,A,8.0,601+,12.0,601+,1.8,701+,26.4,481,35.4,453,8.1,701+,57.0,662,15.1,660,3.8,701+,2025,476.5644,Low,1374,11.075000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Khartoum,Sudan,Africa,L,FC,MD,A,6.1,601+,4.0,601+,6.7,701+,2.6,701+,12.5,,1.4,701+,45.0,701+,74.1,143,1.0,701+,2025,476.61890000000017,Low,1375,4.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"California State University, Long Beach",United States,Americas,XL,CO,HI,A,3.7,601+,4.1,601+,4.8,701+,2.9,701+,2.6,701+,3.4,701+,16.4,701+,1.7,701+,1.0,701+,2025,476.6297000000002,Low,1376,3.7,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Transilvania University of Brasov,Romania,Europe,L,FC,HI,A,6.4,601+,5.5,601+,5.1,701+,3.7,701+,5.4,701+,2.1,701+,48.1,701+,4.0,701+,1.0,701+,2025,476.66399999999965,Low,1377,4.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitas Pendidikan Indonesia,Indonesia,Asia,XL,FO,VH,A,10.9,601+,4.1,601+,12.0,701+,1.4,701+,13.2,701+,1.6,701+,13.1,701+,2.3,701+,3.3,701+,2025,476.675,Low,1378,6.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
